Tweet,Sentiment
RT @ester0961: Mentres el mon esta distret amb el coronavirus la Xina intimida a Taiwan on s'ha fet una bona gestio de la crisi del #Covid-...,0.0
"RT @Brad84095454: !!Que se sacrifiquen otros yo no!!

Mas de 20.500 D.E.P [?]
muertes por #coronavirus

Los #socialistas siguen usando el #c...",0.0
"RT @COPE: Coronavirus | El Banco de Espana preve una contraccion economica de entre el 6,6 % y el 13,6 % 

https://t.co/PxlyNQ2B6z https:/...",0.0
@QuantinFirfrino  is coronaaaa a jokeeee to uuu,0.0
"RT @ABC: A wave of divorce filings is expected to break across the country when COVID-19 confinement ends, attorneys say. https://t.co/DsMo...",0.0
RT @NpNewsBrasil: Enquanto isso o chefe de Estado quer o povo circulando  #Coronavirus,0.0
RT @amandacarpenter: I tried to write something about Jared and Ivanka's odd roles in COVID crisis management and then when you look at eve...,-0.7506
"RT @RealSaavedra: Are you stupid or just a liar?

The U.S. only had 100 coronavirus cases before March 1

The U.S. has now tested well over...",-0.6808
RT @amandacarpenter: I tried to write something about Jared and Ivanka's odd roles in COVID crisis management and then when you look at eve...,-0.7506
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
"RT @BBCPolitics: The prospects of producing a Covid-19 vaccine are very good says Professor Sarah Gilbert,  Vaccinologist at Oxford Univers...",0.659
RT @MIKAOM1316: L'ERREUR A ETE D'APPELER LE VIRUS  CORONA. SI ON L'AVAIT APPELE PSG IL SERAIT DEJA ELIMINE !!!,0.0
RT @JanMrosik: #COVID19 is disrupting our world in ways we couldn't have imagined &amp; we have to adapt to this new reality every single day....,0.0
"RT @Chellaney: A number of nations are speaking up on China's coronavirus culpability. Britain says, post-crisis, China will have to answer...",0.0772
"RT @aschapire: En otro orden de cosas, encontraron pequenos rastros de Covid-19  en el agua no potable de 4 de los 27 sitios que la alcaldi...",-0.296
"RT @KrrishDilSe: India Shining, Modiji!
Modi Govt's labeling of Muslims as reason for the spread of CoVid19 in India and its treatment towa...",0.0
"RT @alaska_doctor: Conclusiones de las primeras autopsias realizadas en Italia a fallecidos por Covid-19
Gran sorpresa, el tema no es respi...",-0.296
RT @Drmartyufml: Sur les masques #COVID19 le Gouvernement etait au courant de l'absence de stock des le debut de la crise mondiale on rapp...,0.0
"RT @Morning_Joe: Coronavirus Testing Needs to Triple Before the U.S. Can Reopen, Experts Say https://t.co/SGUiurpYzd",0.0
"Here we are again trying to figure out if it's just allergies or the COVID-19. 

Gahhh I'm miserable and cant breatheeeeeee",-0.4939
"would u @iamsrk  like to give some suggestion to our PM @narendramodi ji in order to tackle the COVID19

is there any @iamsrk 
#AskSRK",0.3612
Clampdown to Covid-19 lockdown: Kashmir has a lesson for the world https://t.co/7JuRZfi1xk | By @TahirIbnManzoor... https://t.co/nry2T5C557,0.0
RT @BrunoRguezP: 21 brigadas medicas y cerca de 1200 profesionales cubanos de la salud se han sumado al enfrentamiento a la #COVID19 en el...,0.0
"RT @rebellyon_info: Au nom de la lutte contre le covid-19, la police francaise a deja tue 5 personnes et fait plus de 10 blesses graves htt...",0.34
"RT @Hiracious: I muted the words ""corona virus"" the entire internet disappeared.",-0.2263
"RT @MichaelSkolnik: SHE HAS A NAME: Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Mi...",-0.5994
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
#IndiaFightsCOVID19 #coronavirusinindia #India,0.0
"RT @MichaelSkolnik: SHE HAS A NAME: Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Mi...",-0.5994
Presons de dones i desigualtat en epoca de coronavirus https://t.co/xNnTCSZFzx,0.0
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
"Been years since I've missed the opener of MO turkey seasons with my boys Bird, Scooba &amp; Skid! With  Covid 19 this... https://t.co/ErhbTj2dHG",-0.3595
Coronavirus | El Gobierno otorgara creditos a tasa cero y pagara parte del sueldo de trabajadores en empresas en cr... https://t.co/L4bTwYtrK7,0.0
"RT @maduradascom: !AY, PAPA! Sin viajes previos, ni contacto con contagiados: El enigma de la joven de 17 anos que dio positivo para COVID-...",-0.6351
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
"RT @IgnacioValds6: Haz que hoy sea lumingo, trimingo o lunes feriado, pero, !#QuedateEnCasa! #QuedateEnCasa #QuedateEnCasaYa #COVID19 #Cuba...",0.0
"RT @seneurologia: Acabamos de publicar el ""Manual COVID-19 para el neurologo general"", con el objetivo de ayudar profesionales sanitarios a...",0.0
"RT @CNN: Tennis star Novak Djokovic, who says he's ""personally opposed to vaccination"" for coronavirus, would have to make a decision if a...",0.0
RT @albita040: Os opositores non somos inmunes o COVID-19 #AprazamentOpoXa #AprazamentoXa #OPOnomeaestaOPO #OPOnomeaestaOPO @FeijooGalicia...,0.0
"RT @DiazCanelB: A la pandemia  #COVID19, la podremos vencer con ciencia, pero tambien con conciencia. La #VictoriaDeGiron nos inspira. #Som...",0.0
"RT @MichaelSkolnik: SHE HAS A NAME: Skylar Herbert, the daughter of Detroit first responders, is the first child with COVID-19 to die in Mi...",-0.5994
US coronavirus: Governors say testing still isn't adequate enough to lift restrictions https://t.co/xh6FfbQtGE @realDonaldTrump,-0.1695
"RT @KaceyORiordan: The Taoiseach has dismissed reports that a euro will be added to the price of a pint following COVID19.

He hadn't heard...",0.0
"RT @RodrigoMaia: O mundo inteiro esta unido contra o coronavirus. No Brasil, temos de lutar contra o corona e o virus do autoritarismo. E m...",-0.296
"RT @tankengliang: Finally, ex-Minister of the ex-Harapan govt admits their failure to stop mass gathering in February. Situation #covid19 w...",-0.5106
"RT @viniciussexto: URGENTE: mundo bateu hoje a marca dos 624.693
mil curados do coronavirus e no Brasil, 22.130 pessoas ja foram curadas. A...",-0.296
"RT @viniciussexto: URGENTE: mundo bateu hoje a marca dos 624.693
mil curados do coronavirus e no Brasil, 22.130 pessoas ja foram curadas. A...",-0.296
"RT @ArnaldoDMedina: Nuestro reconocimiento al enfermero Silvio Cufre 1deg trabajador de la salud bonaerense fallecido por COVID-19, contagiad...",0.0
RT @okdiario: Illa oculto que el Gobierno sabia 3 horas antes de la marcha del 8M que el coronavirus estaba desbocado https://t.co/cC516r6a...,0.0
Covid-19: Na Indonesia houve quem nao ficasse em casa. Mas so ate os fantasmas sairem a rua https://t.co/4d9yJ6wPOY https://t.co/WfnEFnrF0p,0.0
"RT @ki__nii: The MBBS interns in #Punjab are working tirelessly in this #Covid19India outbreak. 
But this is how we are being aided financi...",0.0
"RT @CNN: Tennis star Novak Djokovic, who says he's ""personally opposed to vaccination"" for coronavirus, would have to make a decision if a...",0.0
"RT @inezpdl: These are PHILIPPINE ISLANDS

China lied about COVID-19,destroyed coral reefs in the Philippines, sank a Vietnamese vessel a f...",-0.3818
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
"German politicians declared the coronavirus ""under control"" &amp; takes its first steps back towards normality on Monda... https://t.co/TMtN7Fkqix",0.0
"RT @SunTzilla: Dr Strange

Mf viewed 14 million futures and didn't think it would be a good idea to tell us about coronavirus. https://t.co...",0.2732
RT @CodesignLab_AKL: Preparing for ethical research and co-design practice in a Covid19 context. Part 1/3. Thanks to @Kumeugirl  Jacob Otte...,0.7351
RT @richardhorton1: Just for the record: the UK government is deliberately rewriting history in its ongoing COVID-19 disinformation campaig...,0.0
Had  a dodgy Chinese covid-19 call today.  Be wary of this phone number https://t.co/TfxvHzx6ch,-0.1531
"RT @narendramodi: Spoke on phone with H.E. President @ibusolih about the COVID-19 pandemic, and the health and economic challenges it poses...",0.0772
"RT @joekaosjr: Malaysia reported no #COVID19 deaths on Monday (Apr 20), the first time in a month.

The country also reported 36 more Covid...",-0.296
Please report #China COVID numbers with full transparency to the Chinese people and also to the other people in the... https://t.co/bCDgBnP272,0.3182
"RT @CNN: TV host Piers Morgan says President Trump has turned his White House coronavirus briefings into ""a self-aggrandizing, self-justify...",0.0
"RT @POWER987News: SA noted a record spike in Covid-19 infections at the weekend https://t.co/s2E9GzTaYE.
#Covid19SA #LockdownSA https://t.c...",0.0
Perspective | A coronavirus recession may have upended your retirement plans. Here's one thing you might think abou... https://t.co/5ddj48hP9M,-0.4215
"RT @_kevser_umut26: Covid-19 Salgininda daha da iyi anlasildi ki, ulkeyi yonetmek vizyon ister, ufuk ister.
Sehir hastaneleri insanlarimiz...",0.0
RT @PhylisiahK: Covid-19 is a Virus from China. Whether it originated from eating of Bats by the Chinese race or from a Chinese lab is anot...,0.0
RT @toyinajayidoc: First in a series of posts about our experiences caring for marginalised communities in Brooklyn NY in the era of #COVID...,0.4939
RT @saludnewsonline: #Coronavirus. Violencia de genero: Saber y poder detectar a tiempo https://t.co/P18LYT2GDY .@ISALUD_Oficial https://t....,0.0
RT @ReSOMA_EU: The @EU_Commission is looking for innovative solutions to #coronavirus. Researchers &amp; stakeholders can provide their input o...,0.5574
RT @anaisbernal: La jueza descarta que haya pruebas que relacionen el 8M y la expansion del coronavirus https://t.co/4aXDALQQJf El abogado...,0.0
"RT @seriousfunnyguy: When COVID-19 stuck, we didn't have time to take baby steps &amp; we went ballistic from day 1. By the time you see this,...",-0.25
"#staysafe for a while.. corona is serious problem for our world, for our country.. ga mungkin kan have sex tetep jaga jarak??",-0.5204
"RT @NacionalCordoba: #CoronavirusCordoba hay varados en #Copina. No pueden ingresar a Punilla ni volver a Traslasierra, realata ahora @AOBl...",-0.296
"RT @TODAYshow: Coronavirus latest:

-755,000 cases, 40,000 deaths in US
-Protests against stay-at-home orders in more than a dozen states
-...",-0.2263
"RT @YossmanArandaR: ""Persistimos con una muy buena cifra de pacientes recuperados (117) para un 46% del total de casos de #Covid_19""

""Hemo...",0.0
"RT @joecguinan: 'Owning the Future: After Covid-19, a new era of community wealth building'--a joint @CLESthinkdo-@DemocracyCollab white pap...",0.4939
RT @marcusjdl: UK is a coronavirus Hotspot say goodbye to your travel plans for quite some time they don't want our risky asses in their co...,0.0951
RT @Sharminnie_: My dad lost 5 friends to COVID in the last 12 hrs. Fellow cabbies &amp; other service workers. He sounded so withdrawn on the...,0.2023
RT @concit1USA: There Is A White House Blockade Stopping States From Getting Coronavirus PPE https://t.co/OAOdKY8IBu via @intelligencer,0.2263
"RT @realDonaldTrump: ""On February 19th there was a Democratic Debate, in Las Vegas. Three words weren't said: Virus, CoronaVirus, or COVID1...",0.0
"RT @harptrucker: Le 5 avril, ma belle fille supect au covid19 dans l'HEPAD ou elle travaille a Lezoux 63
7 soignants et 4 residents infecte...",0.0
"RT @RCachanosky: Hasta ahora en Argentina murieron por COVID19 ,132 personas, 7 por dia desde que se declaro la pandemia. 
En 2019 murieron...",0.0
"RT @MarcosMusse: ACABOU A MAMANDA, nao pera... 

E o mercado nao so tem a mao invisivel... 

 #humor #mamanda #coronavirus #ficaemcasa #For...",0.2732
"RT @etserbu: entao como eu estava falando
a cuestao do coronavirus https://t.co/FHrKGPtzW4",0.0
Bengal sitting on a coronavirus time bomb  - The Sunday Guardian Live https://t.co/gp2MGCbbZx,-0.4939
RT @UOL: Drauzio Varella preve 'tragedia nacional' por coronavirus: 'Brasil vai pagar o preco da desigualdade' https://t.co/ut3dCIAuuP,0.0
!![?]DADES ACTUALITZADES A DILLUNS!![?] El Departament de la Marina Baixa suma 2 nous contagis i 1 mort per coronavirus e... https://t.co/tHM5r6bPeI,0.0
"RT @eztourinho: UFPA ativa, com ciencia e solidariedade, no combate a pandemia do coronavirus.",-0.296
Most countries in the region have had to face up to this #COVID19 pandemic already weakened by multiple crises such... https://t.co/BGwex32gNy,-0.3182
"RT @CubaMINREX: Cuba envio hoy a Honduras una brigada medica del contingente Henry Reeve, para apoyar en el combate a la #COVID19.

20 prof...",0.0
RT @SkyNews: Coronavirus: Idris Elba says 'world should quarantine for a week every year to remember this time' https://t.co/HBeUGn79rN,0.0
"RT @uk_domain_names: ""We're following the science"" has been used throughout the coronavirus crisis as a shield to avoid taking ownership of...",-0.743
"RT @dahmenaaron: ""We have stopped a wave of devastation."" New Zealand's COVID-19 lockdown will lift at 11.59pm on April 27, in one week.",-0.5719
RT @mikeandersonsr: I have a severe case of cabin fever today and it's turning into anger.  It can be directly attributed to #COVID19.,-0.743
RT @Brevesdepresse: [?]SUIVI - #Covid19 en Ehpad : un haut fonctionnaire en premiere ligne explique a Liberation que #Korian est une entrepri...,0.0
@Discount_Ins_ Why are you charging me more than 60% of my total premium to amend a policy due to Coronavirus even... https://t.co/sHArymz391,0.0
"RT @JohnJHarwood: if Trump intends to blame governors for the public health and economic catastrophe of coronavirus on his watch, it's not...",-0.7783
"RT @ELTIEMPO: !El colmo! En plena lucha del personal medico contra el nuevo coronavirus, en Colombia se han presentado algunos vergonzosos...",0.0
"RT @ACraich: Yo mas que por el Covid-19, estaria acojonado por las generaciones que vienen.",0.0
RT @pippohqash: United States currently have the highest confirmed covid-19 cases and highest death rate so far yet there are ongoing prote...,-0.2732
"Pruebas de coronavirus en el hospital de campana instalado en el Hospital Universitario Central de Asturias.

#huca... https://t.co/NYJ0CM1yAz",0.0
"RT @NoticiasRCN: #El27EsperoQue | La cifra diaria de muertos por coronavirus en Espana bajo de 400 por primera vez en cuatro semanas, ubica...",0.0
RT @NiolaPearl: It's been reported that a private sector which is known as Coalition Against COVID-19 CACOVID @cacovidng has been supportin...,0.0
"RT @unanxietylife: #coronavirus 

dokoniHuan Zhe gairukaJiao etekure
https://t.co/ncmP1MBZ5z
Shu Min noSheng Huo noJin kuniha
Quan kuLi Huan Zhe hainaizo
https://t.co/3RhcBrVGZt

masukominohueikuYing Xiang noZheng Ju 
http...",0.0
RT @anaisbernal: La jueza descarta que haya pruebas que relacionen el 8M y la expansion del coronavirus https://t.co/4aXDALQQJf El abogado...,0.0
"RT @cdad73: #COVID19 En savoir plus sur le droit de visite et d'hebergement des enfants pendant le confinement, retrouvez les mesures qui s...",0.0
RT @exnorgate: Covid-19 testimin pozitif ciktigini E-Nabiz uzerinden ogreniyorum. Ne yapmam gerektigini bilmiyorum. Beni arayan olmadigi gi...,0.0
"#COVID19:  au Gabon, le President de la Republique @PresidentABO  a contribue avec plus de 2.000.000.000 FCFA a tit... https://t.co/uMihK5OCXa",0.0
With a covid death toll highest in Europe and maybe the world WHY I am seeing this loud mouthed ignorant woman on t... https://t.co/ZbRXbhR0yh,-0.7184
"Are you a stakeholder in the tourism or events industries? 

@VisitScotland has a great range of #COVID19 support r... https://t.co/n3QjCPOwJf",0.7783
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
RT @conexaopolitica: Senegal usa hidroxicloroquina desde o primeiro caso de Covid-19 e tem apenas 3 mortes relacionadas ao coronavirus http...,0.0
"@nevsinmengu COVID19 GERCEGI

butun dunyada her yerde 
en az 6 yil surecek...

toplamda 6 milyar insan olecek...

K... https://t.co/DkkjP13uTG",0.0
"RT @alaska_doctor: Conclusiones de las primeras autopsias realizadas en Italia a fallecidos por Covid-19
Gran sorpresa, el tema no es respi...",-0.296
"RT @ecuadorenvivo: #COVID2019 #Ecuador , de la pandemia a la crisis: ?Que tan convincente es la reforma economica y laboral? https://t.co/4...",-0.6662
"RT @inezpdl: These are PHILIPPINE ISLANDS

China lied about COVID-19,destroyed coral reefs in the Philippines, sank a Vietnamese vessel a f...",-0.3818
"Edvard MURAT ,yon jen gason Ayisyen k ap viv West palm beach Florida,ki te enfekte avek covid 19 la ap pataje avek... https://t.co/kFeILS8mqx",0.0
"RT @hemyemre: Butun meslektaslarimizin sagliginin korunmasi icin bizler sahaya gitmeye haziriz. Covid-19 degil, biz gucluyuz. 
@RTErdogan @...",0.0
"I never thought a small virus would make the incapable.
God help us
#COVID19 
#mondaythoughts",0.296
"RT @Albatros_Man: Coronadan sonra kuracagimiz 
buyuk bir sirket icin mudur ariyoruz.

Hirsizlikta master yapmasi,
adli mercilerde tanidikla...",0.0
RT @FatEmperor: My sides are sore! Absolute classic rant from NY working man on #Coronavirus financial challenges!  https://t.co/DGNHMeqX3q,-0.6351
RT @SAFEIreland: A message from our Co-CEO Sharon O'Halloran on the generous donation made by @bankofireland to our Emergency Covid-19 Fund...,0.1779
"Informe diario
#COVID19 #Coronavirus #QuedateEnCasa

El Comite de Crisis creado por Decreto Ndeg 557/20 y el Ente Des... https://t.co/jldg0TyBpC",-0.6249
"RT @pablovidalrojas: El Presidente @sebastianpinera quiere que nos acostumbremos a vivir con #Covid19Chile en una ""nueva normalidad"" donde...",0.0
RT @HonAlinur: I am disappointed by the indiscipline levels that Kenyans continue to show even as the number of confirmed COVID-19 cases co...,-0.4215
RT @arhselk: BRILLIANT! This is Dynamite  and it completely backs BORIS and his approach on COVID 19 . A great clip from an honest remaine...,0.925
Datos #covid19 #madrid a 20/04/2020. Repunte de 2079 casos para un total de casi 57K. Esperemos que sea por la real... https://t.co/68sI5w5Ck8,0.0
"@yaletung May I ask you what means that coronavirus test is inconclusive, and would hydroxychloroquine be recommend... https://t.co/EHcGEwqo9o",0.3612
RT @SkyNewsBreak: The Duke of Edinburgh has made a public statement praising those tackling the coronavirus pandemic across the UK and keep...,0.5423
See how a rude and probably racist lady is jumping on the anti China racism bandwagon! Disgusting! #coronavirus,-0.9544
@alnassar_kw Indians never brought coronavirus 2 your country.u r not doing any favour by treating... https://t.co/LiNkBjZvtK,-0.3412
A watchdog out of Trump's grasp unleashes wave of coronavirus audits - POLITICO https://t.co/hUBcwH1ptk,0.0
RT @NWPolice: We are aware of emails circulating encouraging investment in bitcoin or other financial schemes due to #covid19 effect on the...,0.5267
"RT @AMAG_Global: ACTUALIZACION: 
Casos de #COVID19 en #Mexico de acuerdo a los reportes estatales del 19/04/2020 a las 23:00 hrs.

Confirm...",0.0
"RT @ElNacionalWeb: Reabren las guarderias en Noruega, pese a las amenazas del coronavirus https://t.co/loS4qOQ49V https://t.co/d7RyAP1aFY",0.0
"RT @PartidoPSUV: Por: Marco Teruggi 

Venezuela: A la caza casa por casa: Asi frenan el coronavirus (y con medicos cubanos) https://t.co/A9...",0.0
"RT @JhinganVrinda: Rather than giving false promises and hopes, I-PAC collaborates with DMK to help the ones affected by the COVID-19 crisi...",0.836
"RT @sherl_merl: Due to the coronavirus emergency in north Italy, the finals I was preparing for will be postoponed, so for this reason I st...",-0.3818
"RT @amaka_twinkles: Maybe this testament from Seun, a COVID19 survivor, would make Lagosians sit at home! https://t.co/Lvm5VnTj01",0.4199
"RT @TelefuturoInfo: #Covid-19: Debemos enfermarnos de a poco para inmunizar a la poblacion, propone el Ministerio de Salud, por lo que las...",0.0
"RT @followlasg: Covid-19:  Request a test and locate the Local Government Testing Centre closest to you through AlertClinic
@jidesanwoolu @...",0.0
"RT @andretrig: A unica ditadura que interessa e a da SAUDE! 
AI-5? So se for para suspender os direitos do coronavirus circular livremente...",0.0
"RT @NewIndianXpress: A 55-year-old doctor in the Chennai, who died of #COVID19 was denied burial in a cemetery at Kilpauk.
#CoronaWarriors...",-0.7579
"RT @realDonaldTrump: ""On February 19th there was a Democratic Debate, in Las Vegas. Three words weren't said: Virus, CoronaVirus, or COVID1...",0.0
RT @akeemcomedian: How some people behave in lag #slimcase #COVID19 #abbakyariburial #simi #COVID #lockdown #StayatHome #BANGBANGCON #StayS...,-0.34
"RT @bebackintwenty: If you could end Covid-19 by sacrificing a part of the world, which country would you choose and why Israel ?",0.0
"#Coronavirus, ce ne avremo fino a fine giugno: mazzata sulla #Fase2 https://t.co/51MBdUyWTj #Lazio #zerocontagi... https://t.co/Dx6JHYT9Xb",0.2023
@miwayinsurance will be making a further R30 million available to help reduce the #Financial impact of #COVID19  on... https://t.co/cy3QoMmtPp,0.4019
"RT @SSDPedomex: Si eres o vives con personas de la tercera edad, debes saber que son un grupo vulnerable ante el virus de #Covid_19mx.
Ante...",-0.2263
"RT @Jalopnik: Here's what it's like to get a COVID-19 test in your car
https://t.co/3WK3235KlS https://t.co/9EIdwFbB73",0.3612
"RT @razoor777: Coronavirus : un vol Paris-Marseille bonde, fait polemique
Plein comme un oeuf et avec aucune distanciation entre les passage...",0.0
"RT @dcwoodruff: They say they've been treating COVID patients for weeks. Today most of the people driving by have been ""very aggressive,"" t...",-0.2247
"#Pourquoi ?
Lorsqu'une personne infectee par un virus respiratoire, comme la COVID-19, tousse ou eternue, elle proj... https://t.co/JIUZZ3NoNK",0.0
RT @AdityaRajKaul: 53 journalists in #Mumbai have tested positive for #CoronaVirus. I request Editors Guild of India Chief @ShekharGupta &amp;...,0.5574
"RT @mackemdean16: Our lass on her #COVID ward last night,there was 9 empty beds and her mate on a different ward said they had empty beds a...",-0.3818
@PSOE No hay base cientifica para criminalizar la manifestacion feminista del #8M como foco de contagio del coronav... https://t.co/pSIt8zTuFf,-0.296
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
RT @cissaotoni: Ele e o covid,0.0
RT @ayseozylmz: Ciya Lokantalari'nin sahibi Musa Dagdeviren. Covid19 sebebiyle Kadikoy'deki 3 dukkanini kapatti. Calisanlarini tam ucretli...,0.0
"RT @infobaeamerica: Un reconocido neurocirujano advierte sobre la relacion entre coronavirus y dano neurologico: ""El COVID-19 afecta al sis...",0.0
"#IndiaFightsCorona
No directives issued by the Govt are to be diluted until the end of the lockdown. Wearing face c... https://t.co/rON2mausPa",-0.296
"RT @petergomezblog: #Coronavirus, Conte: ""L'Ue ha bisogno dei titoli comuni. Germania contraria? Il suo bilancio commerciale viola le regol...",0.34
"Hay buenas noticias, a pesar del coronavirus via @elespanolcom https://t.co/IzkglaZznI",0.0
"RT @TheHBCtv: COVID-19: Jack Ma Ya Sake Taimakawa Nigeria da Sauran Kasashen Africa.

A karo na biyu, shahararren Attajirin na Kasar China,...",0.0
"RT @dr_seemin: Executive Director Jinnah Postgraduate Medical Dr Seemin Jamali Inauguration of #Covid_19 Lab in Jinnah Hospital Karachi

Th...",0.0
"RT @_NOALCOMUNISMO: Donald Trump insistio en enviar expertos a China para investigar el brote de coronavirus. ""Estamos hablando con China,...",0.0
"RT @davemacladd: I really don't want a public inquiry into #coronavirus in five years time to tell me mistakes were made, we know that now....",-0.4589
RT @SkyNewsBreak: The Duke of Edinburgh has made a public statement praising those tackling the coronavirus pandemic across the UK and keep...,0.5423
RT @Kasparov63: Trump has become so addled by all his lies &amp; contradictions around his Coronavirus response that he's forgotten all his lie...,-0.7184
One of the most shocking consequences of the Corona craze is the loss of freedom of speech. While we have insuffici... https://t.co/eSb4sFX1Bn,-0.1761
"RT @mbebinger: ""Help us help you. To stop COVID in Massachusetts, answer this call.""

The number from a contact tracing call will start wit...",0.5423
RT @MSTanrikulu: #coronavirus gunlerinde geliri #asgari ucretin altinda olan hanelerin elektrik faturalarinin bir bolumu eger vakiflar tara...,0.0
"RT @doctorgaona: IMPORTANTE: TODAS las publicaciones importantes sobre COVID ordenadas por especialidades, lo han hecho un grupo de bibliot...",0.0
RT @JoshiPralhad: Attended inauguration of a 200-bedded #COVID19 hospital over video conferencing and was joined by CM @Naveen_Odisha ji a...,0.0
"RT @MeteoExpress:  La pandemie du #coronavirus degrade la fiabilite des previsions meteo, en lien avec la chute du trafic aerien. On vous...",-0.4404
"RT @MarcZenn: Two nurses, who have witnessed first hand the toll Covid  is taking in Colorado, stood up and peacefully counter protested. H...",0.7269
"Iran death toll from new coronavirus outbreak rises to 5,209 https://t.co/BIQHn5PDeq",-0.5994
"RT @Spazio_Napoli: https://t.co/hFwqFEaPb1 Coronavirus, spunta un altro ostacolo per la Serie A: trovare test e tamponi per staff e calciat...",0.0
"RT @PNS_News: PNS Daily Newscast - April 20 - Coronavirus deaths in the U.S. topped 40,000 on Sunday. Special-education teachers work to ov...",0.0
It won't be coronavirus that will get me ! Liver failure I reckon  https://t.co/6V1Imc17Pz,-0.5562
RT @draaarkk: @DrJwalaG Pathetic situation.A neurosurgeon died of covid in chennai .My sister is doing 12 to 16 hr  shifts daily .No protoc...,-0.8074
RT @KahramanMemis: Covid-19'tan kurtulanlari dinleyince yapilan yardimlarin onemini daha cok anladim. Sabanci Toplulugu'na da bu surecteki...,0.0
"A veces pienso que las cosas tienen que pasar por una razon, y si era que el Covid-19 se convirtiera en lo que se e... https://t.co/8p3x88nS3f",0.0
A total of 220 people have died from the COVID-19 coronavirus in Wisconsin so far after nine more deaths were repor... https://t.co/TGzNiv9wba,-0.5574
"Hey Michigan, read this before you go out to your protest! #COVID19",-0.3164
RT @BBCNews: Britain may hold a minute's silence next week to pay tribute to NHS workers who have died with coronavirus https://t.co/d8q4gu...,-0.6124
"RT @AbdirisakGowfe: I'll keep continue helping IDPs camps as my father used to give a hand them. In this critical times of #COVID19, IDPs c...",0.4166
"RT @afneil: As the world grapples with Covid-19, do they really think people care what media they deal with? Their solipsism is amazing. Ca...",0.8055
"RT @EricssonIndia: Telecom engineers play a vital role in the fight against #Coronavirus.

Know how Ericsson's Jomarie Rivas and our #Netwo...",0.25
HBB registrou 33 mortes por outras doencas desde a primeira internacao por Covid-19. Nenhum obito por coronavirus o... https://t.co/vfkbTF3Bvs,0.0
RT @LawDavF: Given allegations about early UK response to Covid-19 I've been looking at minutes of the New and Emerging Respiratory Virus T...,0.0
"RT @RWPUSA: ""We recommend the president's removal from all authority over the coronavirus pandemic.""

Trump is posing a public health threa...",0.4215
"RT @WebMD: If you have RA, you're more likely to get certain infections, which means you may have a higher chance of getting COVID-19. Lear...",0.4767
RT @AnaFialho18: Corona teve mm de vir numa altura em q a minha vida tava a dar certo epa ate parece mentira,0.0
Plight of unpaid carers pre-Covid were bad and well documented - now things have gotten worse.. A lot worse.,-0.8225
RT @JuliaHB1: I am very sorry for every death from coronavirus but I won't be taking part. The calls for a minute's silence come thick &amp; fa...,-0.4111
RT @miguelhotero: El coronavirus afecta a muchos mas ninos de lo que se creia https://t.co/Un3wM4nRnJ,0.0
"RT @g1mundo: Coronavirus: Sem direito a home office, operarios brasileiros no Japao temem contagio e desemprego https://t.co/hdjq5159fP",-0.296
"RT @ElfriedeCattin: @cprinatlanta @funder I wish that this new ""hoax"" corona virus attacks some of this morons. What's more disturbing is t...",-0.8185
Coronavirus hoy en Brasil: cuantos casos se registran al 20 de Abril https://t.co/CybbS8Ik3u via @LANACION,0.0
"RT @alaska_doctor: Conclusiones de las primeras autopsias realizadas en Italia a fallecidos por Covid-19
Gran sorpresa, el tema no es respi...",-0.296
"RT @DarrenFisherNS: I believe that Nova Scotians will come together to support one another, despite the challenge of COVID-19. 
We always d...",0.3565
RT @teleSURtv: #EEUU | La Universidad @JohnsHopkins revelo que el pais norteamericano llego a los 40.585 fallecidos por coronavirus - https...,0.0
"@narendramodi 

 difficult situations (COVID-19) I would like to help the nation and use our country's youth for fi... https://t.co/PB67dth3OS",0.4019
RT @Vitoriaartesa: @maiaedilene Acordar e escutar minha  NENEM  cantando  o dia se torna leve nesta tao  desconhecida covid 19. ,0.0
RT @BravinYuri: Germany doesn't Joke. They just slapped China with a  PS130 billion bill for 'coronavirus damages'. It's about to get messy.,-0.7421
"A Token of appreciation by Rishi Nagar , RWA to our fighters in this fight with Corona .. thankyou shri O P Arrora... https://t.co/QuEDAqzGHe",0.128
RT @denisseteleSUR: El Colegio de Medicos del Guayas publica una nueva lista de profesionales fallecidos a causa de la Covid 19. Son mas de...,0.0
"The Samsung Store was running without obtaining a valid permit

#Time8News #Assam #Guwahati #Samsung #Coronavirus

https://t.co/q49eQB8kIO",0.0
